ID,bid,user_id,User's Nickname,Weibo text,Headline article url,Post location,Aite users,topic,Number of forwards,Number of comments,Number of likes,release time,publishing tools,Weibo picture url,Weibo video url,retweet_id
4.93E+15,NcPft9TKD,5635855696,micro basketball,"[Chinese subtitles] Russell was dissatisfied with his position in the Lakers last season: - ""I will do whatever the team asks me to do. I shot 40% from three-pointers, what else do you want from me? Do you still want me to be here?"" Did you lead the team to win in the last two minutes?"" # Russell Dissatisfied with Last Season's Positioning # #NBA星行中国 # # Basketball Summer Does Not Cool Down #L Luoyi Basketball's Weibo video",,,,"Russell was dissatisfied with last season's positioning, NBA star travels to China, basketball will not cool down in summer",11,49,100,8/3/23 8:33,Micro basketball super talk,,"http://f.video.weibocdn.com/u0/hUGtLyW9gx087vzLSOfu0104120091JT0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321957&ssig=Cg YdUghEuQ&KID=unistore,video",
4.93E+15,NcPfawM6g,6079283622,The Paper Basketball,"Rivers defender ranks first in true shooting percentage! Ranking of defenders’ true shooting percentage last season: Rivers: 68% Curry: 65.6% Lillard: 64.5% Alexander: 62.5% Haliburton: 62.4% Rivers surpassed Curry, Lillard ranked first position, he is also the only one with a salary below 3 million! #nba##nbaTucaoConference#",,,,"NBA, nba complaint conference",0,1,2,8/3/23 8:32,iPhone 13,['https://wx1.sinaimg.cn/large/006Dq3nEly1hgj95vpmn5j30u00tg7cn.jpg'],,
4.93E+15,NcPdj,6079283622,The Paper Basketball,Who do you think of first when you see this logo? NBA,,,,,0,2,0,8/3/23 8:32,NBA Super Talk,['https://wx3.sinaimg.cn/large/006Dq3nEly1hgj9514g5bj30ku0k541i.jpg'],,
4.93E+15,NcPeR2Qqq,7842060663,Pi football,"The 39-year-old James is about to usher in his 21st season. Let's take a look at the points per game of the veterans in NBA history in their 21st year! Malone: 2.9 points per game in the 1994-95 season, Garnett: 3.2 points per game in the 15-16 season, Robert Parish: 3.7 points per game in the 1996-97 season, Nowitzki: 3.2 points per game in the 18-19 season 7.3 points, Carter: averaged 7.4 points per game in the 18-19 season. How many points do you think James can average next season? #basketball##sports#",,,,"basketball, sports",0,0,0,8/3/23 8:32,Weibo weibo.com,"['https://wx1.sinaimg.cn/laarge/002easqxly1hfwu29mmxrj 60ETDJH02.jpg', 'https://wx4.sinaimg.cn/laarge/002easqxly1hfwu29VEXBJ6211 j1cy19o02.jpg ',' https://wx3.sinaimg.cn/laarge/ 002EAsQXly1hfwu29n6vcj617k0oin0r02.jpg', 'https://wx4.sinaimg.cn/large/002EAsQXly1hfwu2extiuj629p1icnpd02.jpg', 'https://wx1.sinaimg.cn/large/002EAsQXly1hfwu29phts j60xc0xcju702.jpg', 'https://wx4.sinaimg. cn/large/002EAsQXly1hfwu4jboozj60u011i7qc02.jpg']",,
4.93E+15,NcPebjxJj,7490198551,Just about the Rockets,. #HoustonRockets##basketballsummerdoesn’tcool##nbaTucaoConference#,,,,"Houston Rockets, basketball won’t cool down in summer, NBA complaints conference",1,2,11,8/3/23 8:30,rocket super talk,"['https://wx3.sinaimg.cn/large/008aU6O3gy1hgj936aht6j30u011ijzn.jpg', 'https://wx4.sinaimg.cn/large/008aU6O3gy1hgj92nbu10j30u011i48o.jpg', 'https://wx1.sinaimg.cn/large / 008aU6O3gy1hgj92wtkonj30u011iqdw.jpg', 'https://wx2.sinaimg.cn/large/008aU6O3gy1hgj92z27izj30u011iwrg.jpg', 'https://wx4.sinaimg.cn/large/008aU6O3gy1hgj930p7 lsj30u011ith2.jpg', 'https://wx2.sinaimg. cn/large/008aU6O3gy1hgj932l0chj30u011i7dr.jpg', 'https://wx4.sinaimg.cn/large/008aU6O3gy1hgj934itkkj30u011igwb.jpg']",,
4.93E+15,NcPe7ahl8,2305162912,Luoyi Basketball,"[Chinese subtitles] Russell was dissatisfied with his position in the Lakers last season: - ""I will do whatever the team asks me to do. I shot 40% from three-pointers, what else do you want from me? Do you still want me to be here?"" Did you lead the team to win in the last two minutes?"" #NBA星行中国##NBA不看热#L Luoyi Basketball’s Weibo video",,,,"NBA star travels to China, basketball does not cool down in summer",11,109,513,8/3/23 8:30,NBA Super Talk,,"http://f.video.weibocdn.com/u0/hUGtLyW9gx087vzLSOfu0104120091JT0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321957&ssig=Cg YdUghEuQ&KID=unistore,video",
4.93E+15,NcPdDjwp4,1232762347,iRCO loves and collects,"Bulls three-time championship center, Canadian BillWennington#nba#星卡#bulls#",,,,"nba,bulls",0,1,0,8/3/23 8:29,Weibo web version,['https://wx1.sinaimg.cn/large/497a75ebly1hgdun6fvlfj20l40uc438.jpg'],,
4.93E+15,NcPdBvWPJ,6911176941,Professional food reviewer,"The decline of the American men's basketball team is accelerating, Europe is taking advantage of the momentum, and France is even better at the 2023 Men's Basketball World Cup. Today, Shaquille O'Neal updated his Instagram and reposted a picture of the strength rankings of the 2023 Men's Basketball World Cup. In the picture, the American team is ranked second after the French team. O'Neal commented on this: ""You can say whatever you want about this American team, but they are still called the Dream Team."" Professional food commentator: Whether it is French NBA players or local players, all the elites belong to the national team, and the United States They sent out a lineup mainly composed of new-generation players. The biggest names are only Ingram, Haliburton, Edwards and others, who cannot be compared with the French elite. As Curry, James, and Durant age, the talent of local American players dwindles, a large number of European players emerge, and the Finals FMVP is taken away by Jokic. Doncic, Antetokounmpo, and Jokic may all be the top NBA figures in the future, which was unthinkable before.",,,,,0,0,0,8/3/23 8:28,Weibo web version,['https://wx1.sinaimg.cn/large/007xIAPPgy1hgj8v6ch4qj30xc0xkk3t.jpg'],,
4.93E+15,NcRuVsUbU,6934905208,You have melons to entertain you ZY,"Published the headline article: ""4 for 1! 3 for 1!"" Two potential NBA trades, the dark horse in the Western Conference is super rising, Irving needs to prove himself》O4 for 1! 3 for 1! Two potential NBA trades, dark horses in the Western Conference are super rising, Irving needs to prove himself",http://t.cn/A60WvAGd,,,,0,0,0,8/3/23 14:17,Weibo weibo.com,,,
4.93E+15,NcRusdMZN,6524664981,Ray 100225,"Help, help, help I declare that Daniel Wu is a meal replacement. After watching one of his variety shows, I was speechless and told others to go away. I tripped them and broke their bones. Then I kept making excuses to defend myself. There was a way to watch NBA games. I used to watch it. The beauty of the csgo game. He doesn’t understand technology. He only follows the score and tells him to study architecture in an Ivy League school. I don’t know if it’s gold-plated or real.",,,,,0,3,1,8/3/23 14:15,Weibo web version,,,
4.93E+15,NcRumAMnB,7299427743,Chief of Machine,"James' defense is not as good as before, but can you beat him? #basketballsummerdoesn’tcool##NBA星行中国#L Jibo’s Weibo video",,,,"Basketball won’t cool down in summer, NBA Star Travel China",0,0,4,8/3/23 14:15,I'm a James fan.,,"http://f.video.weibocdn.com/o0/b1KKUqC9lx087vXuWt0k01041200sc3H0E010.mp4?label=mp4_720p&template=728x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321971&ssig=0m 2UOxzN7k&KID=unistore,video",
4.93E+15,NcRu4m41g,1675775214,Sportsman Li Yuguo,"Lakers owner Jenny responded to O'Neal. The five greatest people in Lakers history are 1. Kobe 2. Kareem Abdul-Jabbar 3. James 4. Magic 5. Phil Jackson is not among the top five in Lakers history, although O'Neal led the Lakers to win three They won consecutive championships and established the Purple and Gold Dynasty, but O'Neal's willful and selfish behavior hurt the Lakers. In 2004, the Lakers sent O'Neal to the Heat, so in Jenny's view, O'Neal is not among the top five in Lakers history! #nbaTucaoConference##James#",,,,"NBA Tucao Conference, James",0,15,61,8/3/23 14:14,Xiaoxiaobao Stadium HarmonyOS device,['https://wx2.sinaimg.cn/large/63e24ceegy1hgjj1y3aedj20ku0lcdvp.jpg'],,
4.93E+15,NcRu2u6eA,6157528857,Brother Liao talks about sports and football,"Published an article on the paid column ""Sports Lottery Analysis and Recommended Album"": ""Prospects for the Women's World Cup. Facing the Colombian Women's African Cup runner-up, there is no pressure to let it go"" #女足球世界##体育vplus开户##nba买球综合##Morocco Women's Football vs. Colombia Women's Football Team #O Women's Football World Cup Preview: Facing the Colombian Women's Football Africa Cup runner-up, there is no pressure to give it a try.",,,,"Women's World Cup, sports vplus classes have started, nba material brother recommendation, Morocco women's football team vs Colombian women's football team",0,0,0,8/3/23 14:14,Weibo weibo.com,,,
4.93E+15,NcRsv4KQ8,7276192187,Drip basketball,When Curry speaks Chinese! It tastes like that! #curry##nbaTucaoConference#L Sports Grand View’s Weibo video,,,,"Curry, nba complaints conference",1,0,11,8/3/23 14:11,Curry is super talkative,,"http://f.video.weibocdn.com/o0/HH2KQ5H5lx087vXbkUxW01041200eUwy0E010.mp4?label=mp4_720p&template=768x576.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321971&ssig=dWS yNs7ihj&KID=unistore,video",
4.93E+15,NcRsg1G8j,7191188606,"Okay, lamb","80 million in 2 years! If you don't sign, get out, the Clippers management is very determined! Time management ruined Xiaoka. In the past few seasons, Leonard's successive injuries and exaggerated time management have caused headaches for the Clippers management. Under such circumstances, Leonard's team had the nerve to ask the management for a four-year, $2.21 super contract. Boss Ballmer was very angry! It is reported that the Clippers have clearly rejected Leonard and informed the team that the team is willing to keep Leonard, but the contract amount can only be a short-term contract worth $80 million over two years. #nba#",,,,NBA,3,43,198,8/3/23 14:10,iPhone client,['https://wx1.sinaimg.cn/large/007QFuF0gy1hgjix813l9j30hs0a040g.jpg'],,
4.93E+15,NcRrsmYok,7828685253,100 million baskets without ball,"Today, the US media ClutchPoint interacted with fans: ""Jokic, Giannis, LeBron, Durant, and Curry are the five best players in the NBA today. Their total honors: 12 championships, 9 FMVPs, 11 1 regular season MVP, 53 All-Star appearances, 31 First Team appearances",,,,,0,0,1,8/3/23 14:08,NBA Super Talk,['https://wx1.sinaimg.cn/large/008xOmEZly1hgjiv9o9q1j30iw0iw197.jpg'],,
4.93E+15,NcRrqhM3w,7813602407,Want to lose weight 202301,"Wang Hedi #王和磣大峰达狠人##王和棣# ""I think the concept of being good to fans is to do your job well, just like I like to watch the NBA. If I like a certain star and they win, it is the greatest feedback to me."" - —王和棣@王河棣_Dylan",,,Wang Hedi_Dylan,"Wang Hedi greatly served as a watchman, Wang Hedi",0,0,0,8/3/23 14:08,Wang Hedi's super talk,,,
4.93E+15,NcRqQ0vd2,5868069966,Weiping Bryant -,"❤️#nba##nbaTucaoConference# Recently, the US media posted a question: At the same time, Irving VS Iverson are at their peak, who will win in a 1v1 duel🤔? Iverson vs. Irving 1v1 at his peak, who will win?",,,,"NBA, nba complaint conference",2,10,816,8/3/23 14:07,NBA Super Talk,,,
4.93E+15,NcMgBwyxj,6617891056,Basketball Home Lao Li,"Morant starts to get ready, Irving responds to James, Booker holds a party #NBA News Know All in One Minute #nbaL Basketball Home Lao Li’s Weibo video",,,,Know all the NBA news in one minute,0,0,13,8/3/23 0:58,Weibo video account,,"http://f.video.weibocdn.com/o0/uIGSFfO8lx087v4IJjpm0104120113h40E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321982&ssig=Ywe TdG9H59&KID=unistore,video",
4.93E+15,NcMdMlfXK,6814464850,Detective Zhao,Has anyone won the #HardenChinaTravelTicket#? I drew a few times but didn’t win... #HardenChinaTravel##Basketball Summer Doesn’t Cool Down##nba星行中国#,,,,"Harden China Tour Tickets, Harden China Tour, Basketball Doesn’t Cool Down in Summer, nba Star Travel China",0,7,28,8/3/23 0:51,,['https://wx1.sinaimg.cn/large/007raNBoly1hgivtjm99aj30xc1xvn8l.jpg'],,
4.93E+15,NcMdJ6kNE,3163987011,sports foot shoes,"Attack the museum! 11 minutes of Irving's dribble & layup highlights! One of the current players with the best combination of man and ball, Irving looks so good when he plays! I was so handsome! #basketballsummerdoesn’tcool##nba星行中国#LBasketball history Weibo video",,,,"Basketball doesn’t cool down in summer, NBA Star China",0,0,0,8/3/23 0:50,Weibo video account,,"http://f.video.weibocdn.com/o0/VParnTPclx087lhpsqRy0104120bRI9m0E050.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694321982&ssig=GV2piN WUET&KID=unistore,video",
4.93E+15,NcMcWDyqp,5489648305,China Business Micro Viewpoint,"#老记看点# [This is an event hosted by Sun Xiaoyun as the webmaster of the Shaanxi reporter station of China Business Daily. Brother Zhang Long of the Western News Network arranged for multiple media and self-media platforms to promote it. 】""Shaanxi celebrities walked into Yangling to celebrate the 20th anniversary of the establishment of the demonstration zone__Sohu.com"" Mobile Sohu, mobile Sohu.com, Sohu mobile version, Sohu news, Sohu, Sohu.com, information, entertainment, sports, finance, cars, real estate, NBA , self-media, video, live broadcast, novel O web link",,,,Lao Ji’s highlights,0,0,1,8/3/23 0:49,Baidu App,['https://wx3.sinaimg.cn/large/005Zw0iBly1hgivouqfpaj30400403yd.jpg'],,
4.93E+15,NcMa9pJ2x,1308172533,Tangled Sha,"Seeing that Buffon has retired, I suddenly feel as if I haven't watched a football game in a few years. Even if you were in LA a few days ago, you couldn't muster much interest to watch it live. Just like I have been watching the NBA since junior high school, I have never followed the game since Dirk retired. I understand that my former colleague’s uncle, who watched it from Maradona Pele’s time, suddenly switched to watching rugby one day... I have developed new interests and hobbies, and I can probably turn over the story.",,,,,0,0,1,8/3/23 0:42,iPhone client,,,
4.93E+15,NcM8c4A9O,1788192431,Rio Grande Canyon Vipers Old Fans,"According to the European basketball media BasketNews.com, Italian league giant Olimpia Milan is communicating with NBA star John Wall (John Wall), who played for the Los Angeles Clippers last season. The former NBA No. 1 pick may have a chance to play in the new season. Moving to Europe for the first time? ottoman garuba",,,,,0,0,0,8/3/23 0:37,Osman Garuba Super Talk,,,
4.93E+15,NcM889DNb,1788192431,Rio Grande Canyon Vipers Old Fans,"According to the European basketball media BasketNews.com, Italian league giant Olimpia Milan is communicating with NBA star John Wall (John Wall), who played for the Los Angeles Clippers last season. The former NBA No. 1 pick may have a chance to play in the new season. Moving to Europe for the first time? #NBA #NBA",,,,NBA,0,0,4,8/3/23 0:37,Weibo web version,['https://wx2.sinaimg.cn/large/6a95a6afly1hgivf1yitlj20ic0c8dlf.jpg'],,
4.93E+15,NcM5BBed3,1788192431,Rio Grande Canyon Vipers Old Fans,"Previously, the Italian League team Varese officially announced that the team has completed the signing of former NBA inside player Willie Cauley-Stein. According to Luca D'Alessandro, Cauley-Stein's annual salary for the new season is 200,000 euros. Cauley-Stein was born in August 1993. He is about to turn 30 years old. He is 213cm tall and weighs 109kg. In the 2015 NBA draft, the Sacramento Kings selected him with the 6th overall pick in the first round. ottoman garuba",,,,,0,0,0,8/3/23 0:30,Osman Garuba Super Talk,,,
